flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours
AC9578,Air Canada,Toronto Pearson,Toronto,Canada,12:41 PM,John F. Kennedy International,New York,USA,6.68
NH9522,All Nippon Airways,Haneda,Tokyo,Japan,9:52 PM,Hong Kong International,Hong Kong,China,2.53
AV2942,Avianca,El Dorado International,Bogotá,Colombia,12:14 AM,Benito Juárez International,Mexico City,Mexico,18.48
SK3298,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:52 AM,Charles de Gaulle,Paris,France,22.07
SQ4092,Singapore Airlines,Changi,Singapore,Singapore,10:10 PM,Beijing Capital International,Beijing,China,23.43
NH7368,All Nippon Airways,Haneda,Tokyo,Japan,8:24 PM,Incheon International,Seoul,South Korea,21.89
IB6717,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:34 AM,Charles de Gaulle,Paris,France,23.11
KE4188,Korean Air,Incheon International,Seoul,South Korea,2:59 AM,Haneda,Tokyo,Japan,17.64
EK2255,Emirates,Dubai International,Dubai,UAE,3:39 PM,Hamad International,Doha,Qatar,23.71
UA5552,United Airlines,Los Angeles International,Los Angeles,USA,1:22 AM,Hong Kong International,Hong Kong,China,6.65
AZ5181,Alitalia,Leonardo da Vinci International,Rome,Italy,11:37 PM,Charles de Gaulle,Paris,France,1.2
LH2767,Lufthansa,Frankfurt Airport,Frankfurt,Germany,6:44 AM,O'Hare International,Chicago,USA,14.56
KL3414,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:02 AM,Charles de Gaulle,Paris,France,21.77
AM5336,Aeroméxico,Benito Juárez International,Mexico City,Mexico,5:24 AM,O'Hare International,Chicago,USA,3.6
AZ3815,Alitalia,Leonardo da Vinci International,Rome,Italy,6:54 AM,Frankfurt Airport,Frankfurt,Germany,14.82
NH6772,All Nippon Airways,Haneda,Tokyo,Japan,6:43 AM,Dallas/Fort Worth International,Dallas,USA,5.89
SA7022,South African Airways,O.R. Tambo International,Johannesburg,South Africa,3:02 PM,Charles de Gaulle,Paris,France,16.87
KE7320,Korean Air,Incheon International,Seoul,South Korea,2:32 PM,Haneda,Tokyo,Japan,20.63
SK7036,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,9:39 AM,Zurich Airport,Zurich,Switzerland,7.31
AI9310,Air India,Indira Gandhi International,Delhi,India,4:33 PM,Changi,Singapore,Singapore,21.13
LH7416,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:09 AM,Charles de Gaulle,Paris,France,23.14
SQ3555,Singapore Airlines,Changi,Singapore,Singapore,10:56 PM,Beijing Capital International,Beijing,China,23.61
CX9766,Cathay Pacific,Hong Kong International,Hong Kong,China,4:46 PM,Changi,Singapore,Singapore,19.95
SK6204,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:24 PM,Vienna International,Vienna,Austria,15.31
KL4053,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,8:19 PM,Frankfurt Airport,Frankfurt,Germany,22.23
NH7368,All Nippon Airways,Haneda,Tokyo,Japan,5:37 PM,Incheon International,Seoul,South Korea,14.02
WN5788,Southwest Airlines,Los Angeles International,Los Angeles,USA,7:20 AM,San Francisco International,San Francisco,USA,20.0
AF3446,Air France,Charles de Gaulle,Paris,France,2:38 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12.47
KE1190,Korean Air,Incheon International,Seoul,South Korea,6:41 AM,Haneda,Tokyo,Japan,10.87
LA7890,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:17 PM,Ministro Pistarini International,Buenos Aires,Argentina,9.89
EK8073,Emirates,Dubai International,Dubai,UAE,6:29 PM,Bole International,Addis Ababa,Ethiopia,12.69
BA1708,British Airways,Heathrow,London,UK,2:58 AM,Charles de Gaulle,Paris,France,17.65
AV8676,Avianca,El Dorado International,Bogotá,Colombia,7:36 PM,O'Hare International,Chicago,USA,22.4
AV5508,Avianca,El Dorado International,Bogotá,Colombia,10:01 PM,O'Hare International,Chicago,USA,5.68
NZ5311,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:38 AM,Sydney Airport,Sydney,Australia,6.55
SK7335,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:15 AM,Charles de Gaulle,Paris,France,20.09
SA7414,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:44 AM,Logan International,Boston,USA,12.25
TG6855,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:13 AM,Changi,Singapore,Singapore,16.26
TG4162,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:58 PM,Changi,Singapore,Singapore,15.14
NH7962,All Nippon Airways,Haneda,Tokyo,Japan,5:15 AM,Hong Kong International,Hong Kong,China,7.37
EK1355,Emirates,Dubai International,Dubai,UAE,3:51 AM,Hamad International,Doha,Qatar,23.76
AA4410,American Airlines,John F. Kennedy International,New York,USA,4:50 PM,Leonardo da Vinci International,Rome,Italy,21.12
ET5759,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:55 PM,Munich Airport,Munich,Germany,12.21
QR8829,Qatar Airways,Hamad International,Doha,Qatar,3:51 PM,Bole International,Addis Ababa,Ethiopia,12.72
QR6999,Qatar Airways,Hamad International,Doha,Qatar,10:07 PM,Bole International,Addis Ababa,Ethiopia,23.0
SA9026,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:14 PM,Charles de Gaulle,Paris,France,5.55
KL1912,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:27 PM,Charles de Gaulle,Paris,France,16.52
LA8980,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,11:35 PM,Ministro Pistarini International,Buenos Aires,Argentina,23.15
NZ2729,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:54 AM,Haneda,Tokyo,Japan,14.21
TG8477,Thai Airways,Suvarnabhumi,Bangkok,Thailand,9:54 PM,Changi,Singapore,Singapore,18.3
TG4488,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:52 PM,Changi,Singapore,Singapore,6.7
ET8300,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:21 PM,Zurich Airport,Zurich,Switzerland,9.56
DL1491,Delta Air Lines,John F. Kennedy International,New York,USA,3:05 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,6.51
SQ2732,Singapore Airlines,Changi,Singapore,Singapore,1:20 AM,Beijing Capital International,Beijing,China,5.3
DL4188,Delta Air Lines,John F. Kennedy International,New York,USA,4:11 PM,Stockholm Arlanda,Stockholm,Sweden,11.75
AF9700,Air France,Charles de Gaulle,Paris,France,4:27 AM,Frankfurt Airport,Frankfurt,Germany,16.98
UA7495,United Airlines,Los Angeles International,Los Angeles,USA,10:10 PM,San Francisco International,San Francisco,USA,23.24
NZ8553,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:00 PM,Sydney Airport,Sydney,Australia,13.05
AV5118,Avianca,El Dorado International,Bogotá,Colombia,5:03 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,17.75
SK7971,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:27 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,19.56
UA9725,United Airlines,Los Angeles International,Los Angeles,USA,2:57 AM,San Francisco International,San Francisco,USA,21.62
LH2132,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:59 PM,Charles de Gaulle,Paris,France,3.86
AZ7822,Alitalia,Leonardo da Vinci International,Rome,Italy,8:46 AM,Charles de Gaulle,Paris,France,22.82
WN7674,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:04 AM,San Francisco International,San Francisco,USA,19.36
QR4142,Qatar Airways,Hamad International,Doha,Qatar,11:26 PM,Jomo Kenyatta International,Nairobi,Kenya,23.32
AZ2773,Alitalia,Leonardo da Vinci International,Rome,Italy,5:28 AM,Charles de Gaulle,Paris,France,9.07
SQ2197,Singapore Airlines,Changi,Singapore,Singapore,9:16 AM,Beijing Capital International,Beijing,China,11.85
AV1895,Avianca,El Dorado International,Bogotá,Colombia,1:37 PM,O'Hare International,Chicago,USA,3.13
BA7961,British Airways,Heathrow,London,UK,8:40 AM,Charles de Gaulle,Paris,France,12.64
KL2216,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:13 PM,Charles de Gaulle,Paris,France,4.01
LH6965,Lufthansa,Frankfurt Airport,Frankfurt,Germany,9:30 AM,Charles de Gaulle,Paris,France,7.24
KL2935,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,10:00 AM,Charles de Gaulle,Paris,France,9.1
AM6221,Aeroméxico,Benito Juárez International,Mexico City,Mexico,12:17 PM,O'Hare International,Chicago,USA,10.78
AF7900,Air France,Charles de Gaulle,Paris,France,2:37 AM,Frankfurt Airport,Frankfurt,Germany,12.47
NH4808,All Nippon Airways,Haneda,Tokyo,Japan,9:01 AM,Incheon International,Seoul,South Korea,13.58
TG5854,Thai Airways,Suvarnabhumi,Bangkok,Thailand,9:57 AM,Changi,Singapore,Singapore,21.13
KE4924,Korean Air,Incheon International,Seoul,South Korea,11:19 PM,Changi,Singapore,Singapore,13.48
AC2304,Air Canada,Toronto Pearson,Toronto,Canada,3:12 AM,Miami International,Miami,USA,18.71
WN2160,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:41 PM,John F. Kennedy International,New York,USA,21.85
ET4833,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:23 AM,Hamad International,Doha,Qatar,17.96
AI1615,Air India,Indira Gandhi International,Delhi,India,11:08 AM,Chhatrapati Shivaji International,Mumbai,India,7.15
AZ2233,Alitalia,Leonardo da Vinci International,Rome,Italy,3:52 AM,Charles de Gaulle,Paris,France,13.56
CX3529,Cathay Pacific,Hong Kong International,Hong Kong,China,2:23 PM,Changi,Singapore,Singapore,15.54
AI8052,Air India,Indira Gandhi International,Delhi,India,8:49 AM,Chhatrapati Shivaji International,Mumbai,India,6.88
UA5586,United Airlines,Los Angeles International,Los Angeles,USA,2:21 AM,San Francisco International,San Francisco,USA,1.49
QR6341,Qatar Airways,Hamad International,Doha,Qatar,1:26 PM,Bole International,Addis Ababa,Ethiopia,5.9
BA6869,British Airways,Heathrow,London,UK,10:06 AM,Charles de Gaulle,Paris,France,6.69
SQ1217,Singapore Airlines,Changi,Singapore,Singapore,10:50 AM,Beijing Capital International,Beijing,China,13.69
QR7405,Qatar Airways,Hamad International,Doha,Qatar,3:22 PM,Ministro Pistarini International,Buenos Aires,Argentina,7.13
AA5556,American Airlines,John F. Kennedy International,New York,USA,9:53 PM,Jomo Kenyatta International,Nairobi,Kenya,15.41
KL3076,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,10:27 PM,Cape Town International,Cape Town,South Africa,19.25
KL2988,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,8:15 PM,Charles de Gaulle,Paris,France,6.64
CX6143,Cathay Pacific,Hong Kong International,Hong Kong,China,9:22 AM,Changi,Singapore,Singapore,9.61
NH2762,All Nippon Airways,Haneda,Tokyo,Japan,2:41 AM,Incheon International,Seoul,South Korea,16.53
AI5502,Air India,Indira Gandhi International,Delhi,India,8:17 PM,Chhatrapati Shivaji International,Mumbai,India,21.88
KE7499,Korean Air,Incheon International,Seoul,South Korea,10:22 PM,Haneda,Tokyo,Japan,8.92
IB5792,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:18 PM,Charles de Gaulle,Paris,France,10.76
NH6679,All Nippon Airways,Haneda,Tokyo,Japan,4:03 PM,Incheon International,Seoul,South Korea,11.79
KL9443,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:47 AM,Charles de Gaulle,Paris,France,9.92
QF7760,Qantas,Sydney Airport,Sydney,Australia,5:02 PM,Melbourne Airport,Melbourne,Australia,22.74
QR7697,Qatar Airways,Hamad International,Doha,Qatar,2:18 PM,Bole International,Addis Ababa,Ethiopia,11.76
TG4572,Thai Airways,Suvarnabhumi,Bangkok,Thailand,11:19 AM,Beijing Capital International,Beijing,China,23.94
ET4947,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,3:17 AM,Hamad International,Doha,Qatar,1.89
WN9242,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:37 PM,San Francisco International,San Francisco,USA,11.68
IB3260,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,3:36 AM,Charles de Gaulle,Paris,France,6.79
NZ2363,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:22 PM,Sydney Airport,Sydney,Australia,23.22
WN9680,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:36 PM,San Francisco International,San Francisco,USA,19.65
QF7905,Qantas,Sydney Airport,Sydney,Australia,1:22 AM,Melbourne Airport,Melbourne,Australia,20.28
QR3183,Qatar Airways,Hamad International,Doha,Qatar,10:24 AM,Bole International,Addis Ababa,Ethiopia,17.81
AM5384,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:43 AM,O'Hare International,Chicago,USA,8.48
ET4335,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:45 PM,Hamad International,Doha,Qatar,2.48
QF3138,Qantas,Sydney Airport,Sydney,Australia,1:10 PM,Kuala Lumpur International,Kuala Lumpur,Malaysia,5.74
DL1459,Delta Air Lines,John F. Kennedy International,New York,USA,2:44 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,20.29
QF9921,Qantas,Sydney Airport,Sydney,Australia,6:21 PM,Melbourne Airport,Melbourne,Australia,9.1
WN1641,Southwest Airlines,Los Angeles International,Los Angeles,USA,10:34 AM,San Francisco International,San Francisco,USA,9.51
AI9950,Air India,Indira Gandhi International,Delhi,India,8:57 PM,Chhatrapati Shivaji International,Mumbai,India,4.38
WN5400,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:52 PM,San Francisco International,San Francisco,USA,11.24
AC8831,Air Canada,Toronto Pearson,Toronto,Canada,12:27 PM,John F. Kennedy International,New York,USA,3.33
AV3031,Avianca,El Dorado International,Bogotá,Colombia,12:24 PM,O'Hare International,Chicago,USA,20.82
QF3040,Qantas,Sydney Airport,Sydney,Australia,6:50 AM,Melbourne Airport,Melbourne,Australia,22.85
QF4792,Qantas,Sydney Airport,Sydney,Australia,2:44 PM,Melbourne Airport,Melbourne,Australia,20.33
LA5518,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,7:32 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,5.52
NH7849,All Nippon Airways,Haneda,Tokyo,Japan,10:11 AM,Incheon International,Seoul,South Korea,22.14
AV9889,Avianca,El Dorado International,Bogotá,Colombia,6:31 PM,O'Hare International,Chicago,USA,21.71
ET6038,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:55 AM,Hamad International,Doha,Qatar,11.88
IB3864,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,5:48 AM,Charles de Gaulle,Paris,France,14.39
TG1736,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:12 AM,Changi,Singapore,Singapore,7.5
AM6473,Aeroméxico,Benito Juárez International,Mexico City,Mexico,9:21 AM,O'Hare International,Chicago,USA,14.29
WN1644,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:53 PM,San Francisco International,San Francisco,USA,22.26
QR9373,Qatar Airways,Hamad International,Doha,Qatar,10:12 PM,Bole International,Addis Ababa,Ethiopia,1.23
NZ9369,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:08 AM,Sydney Airport,Sydney,Australia,15.51
QR4230,Qatar Airways,Hamad International,Doha,Qatar,1:43 AM,Bole International,Addis Ababa,Ethiopia,3.32
SK8444,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,8:07 PM,Ministro Pistarini International,Buenos Aires,Argentina,13.15
LH3991,Lufthansa,Frankfurt Airport,Frankfurt,Germany,8:58 PM,Charles de Gaulle,Paris,France,1.68
LH3940,Lufthansa,Frankfurt Airport,Frankfurt,Germany,12:06 PM,Charles de Gaulle,Paris,France,6.7
SK4970,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:30 PM,Charles de Gaulle,Paris,France,21.08
AZ2796,Alitalia,Leonardo da Vinci International,Rome,Italy,7:15 AM,Charles de Gaulle,Paris,France,15.96
BA9448,British Airways,Heathrow,London,UK,8:52 PM,Charles de Gaulle,Paris,France,23.67
TG7268,Thai Airways,Suvarnabhumi,Bangkok,Thailand,1:10 AM,Sydney Airport,Sydney,Australia,22.89
QF6330,Qantas,Sydney Airport,Sydney,Australia,11:18 PM,Melbourne Airport,Melbourne,Australia,23.98
AI4479,Air India,Indira Gandhi International,Delhi,India,12:23 PM,Suvarnabhumi,Bangkok,Thailand,6.1
AI2783,Air India,Indira Gandhi International,Delhi,India,8:41 PM,Chhatrapati Shivaji International,Mumbai,India,2.93
QF4792,Qantas,Sydney Airport,Sydney,Australia,3:03 PM,Melbourne Airport,Melbourne,Australia,2.5
AF8075,Air France,Charles de Gaulle,Paris,France,5:28 PM,Frankfurt Airport,Frankfurt,Germany,12.58
KE5876,Korean Air,Incheon International,Seoul,South Korea,8:46 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,17.76
LA9236,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,11:44 PM,Logan International,Boston,USA,15.01
AC5097,Air Canada,Toronto Pearson,Toronto,Canada,11:15 AM,John F. Kennedy International,New York,USA,4.33
BA4592,British Airways,Heathrow,London,UK,5:55 AM,Stockholm Arlanda,Stockholm,Sweden,8.12
EK6770,Emirates,Dubai International,Dubai,UAE,6:46 PM,Hamad International,Doha,Qatar,18.65
AM2018,Aeroméxico,Benito Juárez International,Mexico City,Mexico,2:17 AM,O'Hare International,Chicago,USA,14.38
IB9207,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,10:25 PM,Charles de Gaulle,Paris,France,9.22
EK2645,Emirates,Dubai International,Dubai,UAE,4:41 AM,Chhatrapati Shivaji International,Mumbai,India,16.01
AA8959,American Airlines,John F. Kennedy International,New York,USA,4:02 AM,O'Hare International,Chicago,USA,9.23
AV6922,Avianca,El Dorado International,Bogotá,Colombia,7:52 AM,O'Hare International,Chicago,USA,16.39
AA9114,American Airlines,John F. Kennedy International,New York,USA,9:48 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,4.91
TG3344,Thai Airways,Suvarnabhumi,Bangkok,Thailand,11:06 AM,Changi,Singapore,Singapore,18.63
NZ1688,Air New Zealand,Auckland Airport,Auckland,New Zealand,12:17 PM,Sydney Airport,Sydney,Australia,22.83
LA4744,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:10 AM,Ministro Pistarini International,Buenos Aires,Argentina,4.31
UA5419,United Airlines,Los Angeles International,Los Angeles,USA,11:37 AM,Copenhagen Airport,Copenhagen,Denmark,1.42
AZ7873,Alitalia,Leonardo da Vinci International,Rome,Italy,3:34 AM,Charles de Gaulle,Paris,France,9.09
AF1830,Air France,Charles de Gaulle,Paris,France,7:44 PM,Frankfurt Airport,Frankfurt,Germany,14.74
SK1999,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:20 PM,Munich Airport,Munich,Germany,4.54
NZ8951,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:06 PM,Sydney Airport,Sydney,Australia,13.1
KE4039,Korean Air,Incheon International,Seoul,South Korea,2:33 PM,Auckland Airport,Auckland,New Zealand,5.6
QF1757,Qantas,Sydney Airport,Sydney,Australia,10:20 PM,Melbourne Airport,Melbourne,Australia,21.55
KE1149,Korean Air,Incheon International,Seoul,South Korea,8:42 PM,Haneda,Tokyo,Japan,11.11
LA9766,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:47 PM,Ministro Pistarini International,Buenos Aires,Argentina,11.52
AI5439,Air India,Indira Gandhi International,Delhi,India,12:03 PM,Chhatrapati Shivaji International,Mumbai,India,21.92
AF4678,Air France,Charles de Gaulle,Paris,France,12:13 AM,O.R. Tambo International,Johannesburg,South Africa,8.98
AV3809,Avianca,El Dorado International,Bogotá,Colombia,4:08 PM,Frankfurt Airport,Frankfurt,Germany,8.76
NH6901,All Nippon Airways,Haneda,Tokyo,Japan,11:11 AM,Incheon International,Seoul,South Korea,20.14
QF1326,Qantas,Sydney Airport,Sydney,Australia,9:37 AM,Melbourne Airport,Melbourne,Australia,10.8
TG6097,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:55 PM,Changi,Singapore,Singapore,15.08
BA5347,British Airways,Heathrow,London,UK,3:48 PM,O.R. Tambo International,Johannesburg,South Africa,3.87
AC8594,Air Canada,Toronto Pearson,Toronto,Canada,5:42 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,8.8
IB1986,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:23 AM,Benito Juárez International,Mexico City,Mexico,15.41
AC6671,Air Canada,Toronto Pearson,Toronto,Canada,11:55 AM,John F. Kennedy International,New York,USA,2.17
AV2432,Avianca,El Dorado International,Bogotá,Colombia,3:11 PM,O'Hare International,Chicago,USA,11.26
AA2486,American Airlines,John F. Kennedy International,New York,USA,5:15 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,8.25
AV7654,Avianca,El Dorado International,Bogotá,Colombia,9:48 PM,O'Hare International,Chicago,USA,5.86
BA7518,British Airways,Heathrow,London,UK,10:29 PM,Frankfurt Airport,Frankfurt,Germany,20.66
UA8290,United Airlines,Los Angeles International,Los Angeles,USA,8:14 PM,San Francisco International,San Francisco,USA,9.7
QR2822,Qatar Airways,Hamad International,Doha,Qatar,11:01 PM,Bole International,Addis Ababa,Ethiopia,8.3
LA9660,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:29 AM,Ministro Pistarini International,Buenos Aires,Argentina,21.6
SA2145,South African Airways,O.R. Tambo International,Johannesburg,South Africa,6:26 PM,Charles de Gaulle,Paris,France,23.26
QF1141,Qantas,Sydney Airport,Sydney,Australia,7:54 PM,Melbourne Airport,Melbourne,Australia,9.27
LA5926,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,5:19 PM,Ministro Pistarini International,Buenos Aires,Argentina,18.42
UA3491,United Airlines,Los Angeles International,Los Angeles,USA,3:14 PM,San Francisco International,San Francisco,USA,18.77
SQ1154,Singapore Airlines,Changi,Singapore,Singapore,6:17 PM,Beijing Capital International,Beijing,China,13.46
NH4813,All Nippon Airways,Haneda,Tokyo,Japan,8:32 AM,Incheon International,Seoul,South Korea,19.86
QR5811,Qatar Airways,Hamad International,Doha,Qatar,2:23 AM,Bole International,Addis Ababa,Ethiopia,20.62
TG3952,Thai Airways,Suvarnabhumi,Bangkok,Thailand,6:35 PM,Miami International,Miami,USA,5.4
DL6563,Delta Air Lines,John F. Kennedy International,New York,USA,5:16 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18.83
AA6384,American Airlines,John F. Kennedy International,New York,USA,10:41 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,15.68
QR5478,Qatar Airways,Hamad International,Doha,Qatar,8:34 AM,Bole International,Addis Ababa,Ethiopia,18.73
SK9628,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:58 AM,Charles de Gaulle,Paris,France,23.48
AC7769,Air Canada,Toronto Pearson,Toronto,Canada,8:23 AM,Miami International,Miami,USA,4.66
IB6339,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,7:47 AM,Auckland Airport,Auckland,New Zealand,8.04
KL7108,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:27 AM,Cape Town International,Cape Town,South Africa,16.29
NH3534,All Nippon Airways,Haneda,Tokyo,Japan,5:13 PM,Incheon International,Seoul,South Korea,9.01
KE6811,Korean Air,Incheon International,Seoul,South Korea,11:04 AM,Haneda,Tokyo,Japan,8.95
NZ3445,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:17 AM,Ministro Pistarini International,Buenos Aires,Argentina,11.21
AF4017,Air France,Charles de Gaulle,Paris,France,12:31 AM,Frankfurt Airport,Frankfurt,Germany,4.05
SA1654,South African Airways,O.R. Tambo International,Johannesburg,South Africa,12:55 PM,Charles de Gaulle,Paris,France,8.7
SK3823,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:05 AM,Charles de Gaulle,Paris,France,20.36
UA6879,United Airlines,Los Angeles International,Los Angeles,USA,9:33 AM,San Francisco International,San Francisco,USA,14.0
AM7859,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:20 AM,Bole International,Addis Ababa,Ethiopia,20.06
LH3630,Lufthansa,Frankfurt Airport,Frankfurt,Germany,11:37 AM,Charles de Gaulle,Paris,France,22.59
QF1789,Qantas,Sydney Airport,Sydney,Australia,1:14 PM,Kuala Lumpur International,Kuala Lumpur,Malaysia,16.67
QR8829,Qatar Airways,Hamad International,Doha,Qatar,10:05 PM,Bole International,Addis Ababa,Ethiopia,12.91
QR9021,Qatar Airways,Hamad International,Doha,Qatar,9:03 AM,Bole International,Addis Ababa,Ethiopia,8.18
AI8330,Air India,Indira Gandhi International,Delhi,India,1:23 AM,Chhatrapati Shivaji International,Mumbai,India,1.56
SK4848,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:39 AM,Charles de Gaulle,Paris,France,14.24
BA3590,British Airways,Heathrow,London,UK,4:59 PM,Charles de Gaulle,Paris,France,12.94
AC9162,Air Canada,Toronto Pearson,Toronto,Canada,9:05 AM,Suvarnabhumi,Bangkok,Thailand,7.6
QR4220,Qatar Airways,Hamad International,Doha,Qatar,8:14 AM,Bole International,Addis Ababa,Ethiopia,16.55
IB8664,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,4:20 PM,Charles de Gaulle,Paris,France,19.27
SK9879,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:32 PM,Charles de Gaulle,Paris,France,9.73
SQ4766,Singapore Airlines,Changi,Singapore,Singapore,2:42 AM,Beijing Capital International,Beijing,China,18.2
AZ2159,Alitalia,Leonardo da Vinci International,Rome,Italy,4:11 PM,Charles de Gaulle,Paris,France,8.78
TG4785,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:10 AM,Beijing Capital International,Beijing,China,1.48
UA1486,United Airlines,Los Angeles International,Los Angeles,USA,5:21 AM,San Francisco International,San Francisco,USA,9.7
KE8507,Korean Air,Incheon International,Seoul,South Korea,2:08 AM,Haneda,Tokyo,Japan,6.45
QF6810,Qantas,Sydney Airport,Sydney,Australia,12:43 AM,Melbourne Airport,Melbourne,Australia,12.15
WN5043,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:23 PM,San Francisco International,San Francisco,USA,23.73
EK9410,Emirates,Dubai International,Dubai,UAE,2:09 PM,Charles de Gaulle,Paris,France,22.79
WN4714,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:10 PM,San Francisco International,San Francisco,USA,8.05
TG9656,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:21 AM,Changi,Singapore,Singapore,19.95
DL5703,Delta Air Lines,John F. Kennedy International,New York,USA,11:30 PM,Seattle-Tacoma International,Seattle,USA,10.1
AC4336,Air Canada,Toronto Pearson,Toronto,Canada,12:18 PM,John F. Kennedy International,New York,USA,19.63
ET1504,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:25 PM,Munich Airport,Munich,Germany,8.18
AV3765,Avianca,El Dorado International,Bogotá,Colombia,1:15 AM,O'Hare International,Chicago,USA,6.92
CX4569,Cathay Pacific,Hong Kong International,Hong Kong,China,3:21 AM,Changi,Singapore,Singapore,10.98
